text,is_correct
the tree is in the yard,1
the bear is of the leg,0
the leg is of the bear,1
the window is to the right of the plant,0
the plant is to the right of the window,1
the sun is to the right of the plant,0
the plant is to the right of the sun,1
the plant is to the left of the sun,0
the sun is to the left of the plant,1
the plant is to the left of the window,0
the window is to the left of the plant,1
the oven is to the right of the refrigerator,0
the refrigerator is to the right of the oven,1
the refrigerator is to the left of the oven,0
the oven is to the left of the refrigerator,1
the baby is looking at the woman,0
the woman is looking at the baby,1
the shirt is to the left of the woman,0
the woman is to the left of the shirt,1
the shirt is wearing the woman,0
the woman is wearing the shirt,1
the shirt is to the right of the woman,0
the woman is to the right of the shirt,1
the dress is to the left of the shirt,0
the shirt is to the left of the dress,1
the woman is to the right of the shirt,0
the shirt is to the right of the woman,1
the baby is to the left of the shirt,0
the shirt is to the left of the baby,1
the shirt is to the right of the dress,0
the dress is to the right of the shirt,1
the woman is to the left of the shirt,0
the shirt is to the left of the woman,1
the dress is wearing the baby,0
the baby is wearing the dress,1
the shirt is to the right of the baby,0
the baby is to the right of the shirt,1
the bush is to the right of the brush,0
the brush is to the right of the bush,1
the brush is to the left of the bush,0
the bush is to the left of the brush,1
the jeans is to the left of the cow,0
the cow is to the left of the jeans,1
the shirt is to the left of the cow,0
the cow is to the left of the shirt,1
the head is to the left of the cow,0
the cow is to the left of the head,1
the man is to the left of the cow,0
the cow is to the left of the man,1
the stump is on the man,0
the man is on the stump,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the jeans is wearing the man,0
the man is wearing the jeans,1
the cow is to the right of the man,0
the man is to the right of the cow,1
the cow is to the right of the head,0
the head is to the right of the cow,1
the cow is to the right of the shirt,0
the shirt is to the right of the cow,1
the fence is behind the bush,0
the bush is behind the fence,1
the bush is in front of the fence,0
the fence is in front of the bush,1
the horse is to the right of the spectators,0
the spectators is to the right of the horse,1
the horse is to the right of the spectators,0
the spectators is to the right of the horse,1
the spectators is to the left of the horse,0
the horse is to the left of the spectators,1
the spectators is to the left of the horse,0
the horse is to the left of the spectators,1
the house is to the left of the bus,0
the bus is to the left of the house,1
the bus is to the right of the house,0
the house is to the right of the bus,1
the road is on the crosswalk,0
the crosswalk is on the road,1
the bear is of the head,0
the head is of the bear,1
the trees is to the right of the boat,0
the boat is to the right of the trees,1
the trees is to the right of the boat,0
the boat is to the right of the trees,1
the boat is to the left of the trees,0
the trees is to the left of the boat,1
the boat is to the left of the trees,0
the trees is to the left of the boat,1
the water is on the boat,0
the boat is on the water,1
the sky is to the right of the car,0
the car is to the right of the sky,1
the car is to the left of the sky,0
the sky is to the left of the car,1
the wall is to the left of the desk,0
the desk is to the left of the wall,1
the desk is on the scissors,0
the scissors is on the desk,1
the desk is to the right of the wall,0
the wall is to the right of the desk,1
the floor is to the right of the head,0
the head is to the right of the floor,1
the boy is to the left of the floor,0
the floor is to the left of the boy,1
the girl is to the right of the floor,0
the floor is to the right of the girl,1
the chair is to the right of the floor,0
the floor is to the right of the chair,1
the head is to the left of the floor,0
the floor is to the left of the head,1
the table is at the girl,0
the girl is at the table,1
the floor is to the left of the girl,0
the girl is to the left of the floor,1
the boy is to the left of the girl,0
the girl is to the left of the boy,1
the chair is to the right of the boy,0
the boy is to the right of the chair,1
the table is sitting at the boy,0
the boy is sitting at the table,1
the shirt is wearing the boy,0
the boy is wearing the shirt,1
the girl is to the right of the boy,0
the boy is to the right of the girl,1
the floor is to the right of the boy,0
the boy is to the right of the floor,1
the boy is to the left of the chair,0
the chair is to the left of the boy,1
the floor is to the left of the chair,0
the chair is to the left of the floor,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the racket is holding the man,0
the man is holding the racket,1
the racket is swinging the man,0
the man is swinging the racket,1
the elevator is standing in the man,0
the man is standing in the elevator,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the wall is leaning against the man,0
the man is leaning against the wall,1
the pants is wearing the man,0
the man is wearing the pants,1
the counter is to the left of the refrigerator,0
the refrigerator is to the left of the counter,1
the refrigerator is to the right of the counter,0
the counter is to the right of the refrigerator,1
the car is of the boot,0
the boot is of the car,1
the wall is to the left of the suit,0
the suit is to the left of the wall,1
the floor is to the left of the suit,0
the suit is to the left of the floor,1
the suit is to the right of the floor,0
the floor is to the right of the suit,1
the glass is to the right of the floor,0
the floor is to the right of the glass,1
the wall is to the left of the glass,0
the glass is to the left of the wall,1
the floor is to the left of the glass,0
the glass is to the left of the floor,1
the glass is to the right of the wall,0
the wall is to the right of the glass,1
the jacket is to the right of the wall,0
